912,Oars,456,350,2007
913,Ochoku,957,958,2019
914,Octopako,203,531,2001
915,Octopus Mash,204,,2001
916,Ohm,241,155,2002
917,Oide,909,890,2018
918,Oimo,377,265,2005
919,Okame,163,100,2001
920,Okome,224,146,2002
921,Omasa,952,946,2019
922,Onigumo,420,302,2006
923,Onimaru,936,932,2019
924,Oran,391,275,2005
925,Orlumbus,704,632,2013
926,Ossamondo,552,461,2009
927,Otohime,621,540,2011
928,Outlook III,586,496,2010
929,Packy,96,48,1999
930,Pagaya,239,154,2002
931,Page One,929,923,2018
932,Palms,553,470,2009
933,Pandaman,44,16,1998
934,Pandawoman,517,409,2008
935,Pandora,867,837,2017
936,Pankuta Dakeyan,525,422,2008
937,Pansy,515,409,2008
938,Pantri,287,187,2003
939,Papaneel,621,540,2011
940,Papas,1039,,2022
941,Pappag,195,385,2001
942,Pascia,501,395,2008
943,Patty,44,21,1998
944,Paulie,323,230,2004
945,Pavlik,553,477,2009
946,Peachbeard,904,880,2018
947,Pearl,54,25,1998
948,Pedro,805,754,2015
949,Peepley Lulu,323,230,2004
950,Pekkori,524,421,2008
951,Pekoms,651,570,2012
952,Pell,155,91,2000
953,Pellini,711,641,2013
954,Penguin,498,392,2008
955,Peppoko,2,1,1997
956,Perona,443,338,2007
957,Peterman,499,393,2008
958,Petermoo,966,959,2020
959,Pica,700,629,2013
960,Pickles,309,210,2004
961,Pierre,237,153,2002
962,Piiman,23,9,1998
963,Pike,652,572,2012
964,Pinky,8,4,1997
965,Pisaro,72,32,1999
966,Poker,997,982,2020
967,Pomp,1029,,2021
968,Poni,841,804,2016
969,Poppoko,2,1,1997
970,Poppy,515,409,2008
971,Porche,305,207,2004
972,Porchemy,583,494,2010
973,Poro,14,8,1997
974,Portgas D. Ace,154,91,2000
975,Portgas D. Rouge,550,0,2009
976,Potaufeu,908,889,2018
977,Potsun,217,130,2002
978,Pound,831,792,2016
979,Prometheus,827,786,2016
980,Pudding Pudding,75,34,1999
981,Pudos,924,916,2018
982,Puppu,155,92,2000
983,PX-1,511,403,2008
984,PX-4,508,401,2008
985,PX-5,599,519,2010
986,PX-7,599,519,2010
987,Queen,925,918,2018
988,Queen Mama Chanter,730,662,2013
989,Quincy,1039,,2022
990,Rabbitman,916,904,2018
991,Rabiyan,827,786,2016
992,Raccoon,,,2018
993,Raideen,866,836,2017
994,Raijin,931,925,2019
995,Raizo,817,768,2016
996,Raki,249,163,2002
997,Rakuda,929,922,2019
998,Rakuyo,553,461,2009
999,Ramba,551,460,2009
1000,Ramen,823,777,2016
1001,Rampo,711,641,2013
1002,Ran,516,410,2008
1003,Randolph,827,786,2016
1004,Rangram,966,,2020
1005,Rebecca,704,633,2013
1006,Reck,1038,,2022
1007,Reforte,556,,2009
1008,Reuder,550,459,2009
1009,Richie,9,6,1997
1010,Rika,3,2,1997
1011,Riku Doldo III,706,636,2013
1012,Rindo,516,410,2008
1013,Rint,391,275,2005
1014,Ripper,7,3,1997
1015,Ririka,4,2,1997
1016,Risky Brothers,475,370,2007
1017,Risky Brothers (Zombies),451,344,2007
1018,Rivers,223,146,2002
1019,Road,898,836,2017
1020,Rob Lucci,327,230,2004
1021,Robson,135,81,2000
1022,Roche,391,275,2005
1023,Roche Tomson,536,436,2009
1024,Rock,665,591,2012
1025,Rocks D. Xebec,957,958,2019
1026,Rockstar,234,151,2002
1027,Roddy,805,754,2015
1028,Roji,391,275,2005
1029,Rokkaku,4,2,1997
1030,Rokki,973,975,2020
1031,Rolling Logan,706,652,2013
1032,Roronoa Zoro,3,1,1997
1033,Roshio,222,146,2002
1034,Ross,223,146,2002
1035,Rosward,496,391,2008
1036,Rowing,967,959,2020
1037,Roxanne,46,,1998
1038,Run,679,605,2012
1039,Rush,563,,2009
1040,Russian,775,715,2015
1041,Ryuboshi,609,528,2011
1042,Ryunosuke,803,752,2015
1043,Saber,552,461,2009
1044,Sabo,583,494,2010
1045,Sadi,531,432,2009
1046,Sai,704,632,2013
1047,Saikoro,915,901,2018
1048,Sakazuki,397,278,2006
1049,Saki,940,937,2019
1050,Saldeath,530,431,2009
1051,Salome,516,409,2010
1052,Sam,94,43,1999
1053,Samosa,908,889,2018
1054,Samurai Batts,117,70,2000
1055,Sancrin,557,456,2009
1056,Sandayu,928,921,2018
1057,Sanji,43,20,1998
1058,Sanjuan Wolf,575,484,2010
1059,Sanka,608,527,2010
1060,Sapi,98,51,1999
1061,Sarahebi,919,909,2018
1062,Sarfunkel,620,,2011
1063,Sarie Nantokanette,823,777,2016
1064,Sarquiss,222,146,2002
1065,Saru,497,391,2008
1066,Sarutobi,931,925,2019
1067,Sasaki,977,982,2020
1068,Satori,241,155,2002
1069,Sauce,906,884,2018
1070,Scarlett,721,650,2013
1071,Schollzo,325,231,2004
1072,Scopper Gaban,19,0,1997
1073,Scotch,665,591,2012
1074,Scotchh,595,513,2010
1075,Scratchmen Apoo,498,392,2008
1076,Seagull Guns Nozdon,0,0,2009
1077,Seamars,440,,2007
1078,Seira,608,527,2010
1079,Seki,906,884,2018
1080,Sengoku,234,151,2002
1081,Senor Pink,702,632,2013
1082,Sentomaru,497,401,2008
1083,Serizawa,915,,2018
1084,Seto,287,187,2003
1085,Shachi,498,392,2008
1086,Shakuyaku,498,392,2008
1087,Shalria,496,391,2008
1088,Sham,31,13,1998
1089,Shanba,524,419,2008
1090,Shandia Chief,275,168,2003
1091,Shanks,1,3,1997
1092,Sharinguru,428,310,2006
1093,Sheepshead,795,739,2015
1094,Shelly,304,207,2004
1095,Shiki,0,426,2009
1096,Shimotsuki Kozaburo,1033,,2021
1097,Shimotsuki Ryuma,448,342,2007
1098,Shimotsuki Ushimaru,953,954,2019
1099,Shimotsuki Yasuie,929,916,2019
1100,Shin Detamaruka,785,727,2015
1101,Shin Jaiya,785,727,2015
1102,Shine,214,128,2002
1103,Shinobu,921,911,2018
1104,Shinosuke,955,956,2019
1105,Shion,515,409,2008
1106,Shioyaki,75,33,1999
1107,Shirahoshi,612,531,2011
1108,Shiruton Doruyanaika,,,2017
1109,Shiryu,538,440,2009
1110,Shishilian,808,758,2015
1111,Shoujou,226,147,2002
1112,Shu,426,309,2006
1113,Shura,241,155,2002
1114,Shyarly,610,529,2011
1115,Sicily,504,398,2008
1116,Silver Axe,957,958,2019
1117,Silvers Rayleigh,19,8,1998
1118,Sind,657,582,2012
1119,Skull,552,461,2009
1120,Smiley,668,594,2012
1121,Smoker,97,48,1998
1122,Smooge,668,592,2012
1123,Snakeman,916,904,2018
1124,Sodom,366,256,2005
1125,Solitaire,935,930,2019
1126,Some,1031,,2021
1127,Sonieh,318,,2004
1128,Sora,608,527,2010
1129,Soro,3,2,1997
1130,Spacey,433,,2006
1131,Spandam,355,249,2005
1132,Spandine,392,275,2005
1133,Spartan,703,633,2013
1134,Spector,223,146,2002
1135,Speed,917,904,2018
1136,Speed Jiru,553,461,2009
1137,Spencer,966,959,2020
1138,Sphinx,529,430,2009
1139,Splash,610,529,2011
1140,Splatter,610,529,2011
1141,Spoil,448,343,2007
1142,Squard,551,460,2009
1143,Stainless,96,45,1999
1144,Stalker,524,421,2008
1145,Stansen,500,394,2008
1146,Stefan,,,2009
1147,Sterry,586,500,2010
1148,Stevie,361,251,2005
1149,Stomp,180,111,2001
1150,Stool,134,81,2000
1151,Strawberry,420,302,2006
1152,Streusen,858,827,2017
1153,Stroganoff,908,886,2018
1154,Stronger,223,146,2002
1155,Stussy,860,828,2017
1156,Su,239,154,2002
1157,Sugamichi,931,925,2019
1158,Sugar,682,608,2012
1159,Suke,927,919,2018
1160,Sukoshiba Kanishitoru,536,437,2009
1161,Suleiman,704,632,2013
1162,Sunbell,0,0,2009
1163,Surume,604,524,2010
1164,Sweet Pea,514,408,2008
1165,T Bone,365,257,2005
1166,Tabuhachiro,920,911,2018
1167,Tacos,905,882,2018
1168,Takao,927,921,2018
1169,Take,75,34,1999
1170,Tama,909,890,2018
1171,Tamaa,911,893,2018
1172,Tamachibi,134,81,2000
1173,Tamago,651,570,2012
1174,Tamagon,325,231,2004
1175,Tamanegi,23,9,1998
1176,Tank Lepanto,706,636,2013
1177,Tansui,197,394,2001
1178,Tararan,452,346,2007
1179,Taro,0,0,2009
1180,Taroimo,523,418,2008
1181,Tashigi,96,48,1999
1182,Tate,234,151,2002
1183,Tea IV,823,777,2016
1184,Tegata Ringana,785,727,2015
1185,Tenjo-Sagari,980,986,2020
1186,Tensei,1054,,2022
1187,Terracotta,213,128,2002
1188,Terry,223,146,2002
1189,Terry Gilteo,440,324,2006
1190,Teru,,,1999
1191,Tetsu,948,947,2019
1192,Thalassa Lucas,142,91,2000
1193,Thatch,440,325,2006
1194,Tibany,523,419,2008
1195,Tilestone,323,230,2004
1196,Togare,628,548,2011
1197,Tokijiro,929,922,2019
1198,Tokikake,907,887,2018
1199,Toko,927,920,2018
1200,Tom,352,248,2005
1201,Tonjit,304,207,2004
1202,Tony Tony Chopper,134,81,2000
1203,Tori,925,917,2018
1204,Toto,163,100,2001
1205,Toyama Tsujigiro,909,892,2018
1206,Trafalgar D. Water Law,498,392,2008
1207,Trafalgar Lami,762,701,2014
1208,Trebol,700,629,2013
1209,Tristan,795,739,2015
1210,Tritobu,906,884,2018
1211,Tsugaru Umi,909,892,2018
1212,Tsukimi,448,,2007
1213,Tsunagoro,947,946,2019
1214,Tsunokkov,537,438,2009
1215,Tsuru,234,151,2002
1216,Tsurue Monnosuke,933,928,2019
1217,Tsurujo,912,897,2018
1218,Turco,598,517,2010
1219,Tyrannosaurus,323,230,2004
1220,Ubau,292,189,2003
1221,Ucy,706,639,2013
1222,Uhho,743,677,2014
1223,Uholisia,877,710,2014
1224,UK,1029,,2021
1225,Ukkari,4,2,1997
1226,Ukon,926,918,2018
1227,Ulti,977,982,2020
1228,Ultraking,169,106,2001
1229,Umit,860,828,2017
1230,Unforgivable Mask,,,2007
1231,Uni,810,757,2016
1232,Unigaro,447,341,2007
1233,Urashima,913,899,2018
1234,Urouge,498,392,2008
1235,Usagihebi,22,18,1998
1236,Usakkov,537,438,2009
1237,Usopp,23,8,1998
1238,Uta,1055,,2022
1239,Uwattsura,936,932,2019
1240,Uzu,658,583,2012
1241,Uzuki Tempura,1024,,2021
1242,Van Augur,222,146,2002
1243,Vander Decken,606,525,2010
1244,Vander Decken IX,606,525,2010
1245,Vasco Shot,575,484,2010
1246,Vegapunk,684,377,2006
1247,Vergo,671,597,2012
1248,Very Good,426,309,2006
1249,Victoria Cindry,446,340,2007
1250,Vinsmoke Ichiji,828,787,2016
1251,Vinsmoke Judge,832,793,2016
1252,Vinsmoke Niji,828,787,2016
1253,Vinsmoke Reiju,826,783,2016
1254,Vinsmoke Sora,841,804,2016
1255,Vinsmoke Yonji,825,783,2016
1256,Viola,703,632,2013
1257,Vista,552,0,2009
1258,Vitan,553,,2009
1259,Vito,812,763,2016
1260,Wadatsumi,606,525,2010
1261,Wakasa,915,901,2018
1262,Wallace,552,461,2009
1263,Wallem,561,470,2009
1264,Wanda,804,753,2015
1265,Wany,804,753,2015
1266,Wanyudo,1005,,2021
1267,Wanze,367,257,2005
1268,Wapol,131,79,2000
1269,Warashi,269,176,2003
1270,Warazane,931,925,2019
1271,Waruno Furishiro,926,918,2018
1272,Wellington,763,702,2014
1273,Wheel,906,884,2018
1274,Whitey Bay,556,462,2009
1275,Who's-Who,977,982,2020
1276,Wicca,705,635,2013
1277,Willie Gallon,218,144,2002
1278,Wire,500,394,2008
1279,Woop Slap,1,4,1997
1280,Wyper,237,153,2002
1281,X Drake,498,392,2008
1282,Yama,254,167,2002
1283,Yamakaji,420,302,2006
1284,Yamato,971,972,2020
1285,Yame,917,904,2018
1286,Yamenahare,436,,2006
1287,Yamon,,966,2020
1288,Yarisugi,673,599,2012
1289,Yasopp,1,4,1997
1290,Yatappe,952,946,2019
1291,Yazaemon,931,925,2019
1292,Yokan,915,902,2018
1293,Yokozuna,322,228,2004
1294,Yomo,806,755,2016
1295,Yonka,608,527,2010
1296,Yonka Two,608,527,2010
1297,Yorki,103,63,1999
1298,Yosaku,42,20,1998
1299,Yoshimoto,157,94,2000
1300,Yotsubane,269,176,2003
1301,Yu,98,48,1999
1302,Yui,966,966,2020
1303,Yuki,129,78,2000
1304,Yurikah,151,,2000
1305,Zabo,241,145,2002
1306,Zadie,391,275,2005
1307,Zala,160,103,2000
1308,Zambai,324,230,2004
1309,Zanki,991,,2020
1310,Zeff,43,20,1998
1311,Zeo,611,530,2011
1312,Zepo,850,815,2016
1313,Zeus,827,786,2016
1314,Zodia,553,462,2009
1315,Zotto,533,432,2009
1316,Zucca,564,489,2009
1317,Zunesha,802,751,2015
